Car ID	Vehicle	VType	Day	ReqT	EntHr	EntMin	ExitHr	ExitMin	TDelay	IdleT	TBill	Fine	PL No.	PLZone	nFree	nFill	Tries	DFS	IdleVeh	tFree	z1Free	z2Free	z3Free	z4Free	dReq	
1001	Visitor	1	0	4391	9	47	11	1	4391	6000	183	0	3	2	11	2	1	386	13	60	3	28	7	22	16	
1043	Visitor	1	0	9085	8	0	8	0	0	-851	0	0	0	0	0	0	2	672	5	0	0	0	0	0	16	
931	Faculty	2	0	10617	8	21	11	18	10617	1233	310	0	7	1	2	1	1	354	5	95	14	51	8	22	16	
1015	Visitor	1	0	3470	10	16	11	14	3470	7608	145	0	4	2	5	8	1	386	10	55	4	25	4	22	16	
966	Staff	5	0	8038	9	4	11	18	8038	3592	100	0	5	2	11	1	1	365	15	75	2	43	8	22	16	
937	Student	3	0	10342	8	34	11	27	10342	1994	194	0	7	1	0	3	1	354	6	89	10	49	8	22	16	
943	Student	3	0	10160	8	38	11	28	10160	2208	190	0	9	1	4	1	1	384	5	87	8	49	8	22	16	
1016	Visitor	1	0	4789	10	19	11	39	4789	7811	200	0	4	2	5	8	1	386	9	55	4	25	4	22	16	
1050	Student	3	0	88	11	34	11	35	88	11890	2	0	11	3	1	3	1	654	4	51	5	23	3	20	16	
969	Visitor	1	0	8571	9	8	11	31	8571	3834	357	0	5	2	10	2	1	365	14	72	0	42	8	22	16	
983	Student	3	0	7040	9	36	11	33	7040	5438	132	0	5	2	0	12	1	365	14	60	2	28	8	22	16	
977	Staff	5	0	7935	9	22	11	34	7935	4608	99	0	5	2	5	7	1	365	16	67	0	37	8	22	16	
