Car ID	Vehicle	VType	Day	ReqT	EntHr	EntMin	ExitHr	ExitMin	TDelay	IdleT	TBill	Fine	PL No.	PLZone	nFree	nFill	Tries	DFS	IdleVeh	tFree	z1Free	z2Free	z3Free	z4Free	dReq	
1040	Visitor	1	0	6484	8	0	8	0	0	-818	0	0	0	0	0	0	2	672	6	0	0	0	0	0	21	
1039	Student	3	0	8765	8	0	8	0	0	-810	0	0	0	0	0	0	2	672	6	0	0	0	0	0	21	
1041	Visitor	1	0	4537	8	0	8	0	0	-819	0	0	0	0	0	0	2	672	6	0	0	0	0	0	21	
993	Staff	5	0	6197	9	39	11	23	6197	5603	77	0	6	2	1	11	1	365	14	63	2	31	8	22	21	
1042	Staff	5	0	639	8	0	8	0	0	-846	0	0	0	0	0	0	2	672	4	0	0	0	0	0	21	
1038	Student	3	0	10499	8	0	8	0	0	-809	0	0	0	0	0	0	2	672	5	0	0	0	0	0	21	
951	Visitor	1	0	9253	8	46	11	21	9253	2655	386	0	6	2	8	4	1	365	12	80	6	44	8	22	21	
1011	Faculty	2	0	5167	10	0	11	27	5167	6719	151	0	10	1	0	5	1	384	11	58	1	28	7	22	21	
962	Student	3	0	8954	8	57	11	26	8954	3200	168	0	8	1	0	3	1	354	13	75	5	40	8	22	21	
961	Student	3	0	8506	9	4	11	25	8506	3641	159	0	10	1	0	5	1	384	16	72	2	40	8	22	21	
1018	Student	3	0	5306	10	12	11	41	5306	7388	99	0	4	2	9	4	1	386	9	56	1	26	7	22	21	
1037	Visitor	1	0	2194	10	57	11	34	2194	9865	91	0	9	1	1	4	1	384	7	57	2	27	6	22	21	
982	Faculty	2	0	8098	9	17	11	32	8098	4340	236	0	7	1	0	3	1	354	16	70	4	36	8	22	21	
989	Student	3	0	7500	9	30	11	35	7500	5057	141	0	6	2	3	9	1	365	17	66	2	34	8	22	21	
1034	Staff	5	0	3630	10	45	11	46	3630	9204	45	0	9	1	2	3	1	384	3	56	2	26	6	22	21	
957	Student	3	0	10176	8	57	11	46	10176	3233	191	0	10	1	3	2	1	384	12	75	5	40	8	22	21	
976	Student	3	0	9265	9	20	11	54	9265	4552	174	0	6	2	3	9	1	365	14	71	4	37	8	22	21	
971	Faculty	2	0	10174	9	13	12	3	10174	4151	297	0	6	2	2	10	1	365	15	68	3	35	8	22	21	
986	Faculty	2	0	7920	9	43	11	55	7920	5850	231	0	5	2	3	9	1	365	11	63	2	31	8	22	21	
1019	Visitor	1	0	6553	10	14	12	4	6553	7519	273	0	3	2	9	4	1	386	8	57	2	26	7	22	21	
934	Staff	5	0	12478	8	29	11	57	12478	1730	156	0	6	2	9	3	1	365	7	89	11	48	8	22	21	
990	Faculty	2	0	8265	9	53	12	11	8265	6417	241	0	6	2	1	11	1	365	10	61	2	30	7	22	21	
1043	Student	3	0	2856	11	12	11	60	2856	10678	54	0	9	1	1	4	1	384	8	64	3	32	7	22	21	
1013	Visitor	1	0	7929	10	6	12	18	7929	7021	330	0	4	2	9	4	1	386	7	57	1	27	7	22	21	
